time,x-acceleration,y-acceleration,z-acceleration
32.200,0.251,-0.041,-0.955
32.220,0.252,-0.039,-0.954
32.240,0.244,-0.063,-0.956
32.260,0.243,-0.087,-0.968
32.280,0.245,-0.088,-0.975
32.300,0.245,-0.086,-0.964
32.320,0.245,-0.072,-0.957
32.340,0.248,-0.072,-0.947
32.360,0.254,-0.072,-0.964
32.380,0.243,-0.075,-0.965
32.400,0.237,-0.071,-0.956
32.420,0.238,-0.065,-0.951
32.440,0.236,-0.063,-0.951
32.460,0.233,-0.080,-0.949
32.480,0.230,-0.107,-0.943
32.500,0.238,-0.110,-0.956
32.520,0.248,-0.103,-0.943
32.540,0.253,-0.085,-0.934
32.560,0.253,-0.060,-0.941
32.580,0.248,-0.052,-0.942
32.600,0.248,-0.047,-0.950
32.620,0.246,-0.040,-0.950
32.640,0.241,-0.053,-0.938
32.660,0.241,-0.053,-0.938
32.680,0.235,-0.072,-0.947
32.700,0.235,-0.072,-0.947
32.720,0.238,-0.085,-0.954
32.740,0.238,-0.085,-0.954
32.760,0.239,-0.099,-0.946
32.780,0.239,-0.099,-0.946
32.800,0.238,-0.096,-0.950
32.820,0.238,-0.096,-0.950
32.840,0.242,-0.081,-0.955
32.860,0.242,-0.081,-0.955
32.880,0.238,-0.086,-0.960
32.900,0.238,-0.086,-0.960
32.920,0.241,-0.093,-0.975
32.940,0.241,-0.093,-0.975
32.960,0.244,-0.069,-0.961
32.980,0.244,-0.069,-0.961
33.000,0.248,-0.049,-0.952
33.020,0.248,-0.049,-0.952
33.040,0.247,-0.050,-0.966
33.060,0.247,-0.050,-0.966
33.080,0.242,-0.070,-0.957
33.100,0.242,-0.070,-0.957
33.120,0.243,-0.064,-0.964
33.140,0.243,-0.064,-0.964
33.160,0.240,-0.060,-0.951
33.180,0.240,-0.060,-0.951
33.200,0.240,-0.073,-0.940
33.220,0.240,-0.073,-0.940
33.240,0.238,-0.086,-0.953
33.260,0.238,-0.086,-0.953
33.280,0.237,-0.095,-0.962
33.300,0.237,-0.095,-0.962
33.320,0.236,-0.096,-0.983
33.340,0.236,-0.096,-0.983
33.360,0.227,-0.090,-0.982
33.380,0.227,-0.090,-0.982
33.400,0.229,-0.085,-0.975
33.420,0.229,-0.085,-0.975
33.440,0.237,-0.080,-0.958
33.460,0.237,-0.080,-0.958
33.480,0.241,-0.077,-0.950
33.500,0.241,-0.077,-0.950
33.520,0.241,-0.073,-0.953
33.540,0.241,-0.073,-0.953
33.560,0.237,-0.075,-0.948
33.580,0.237,-0.075,-0.948
33.600,0.236,-0.067,-0.935
33.620,0.236,-0.067,-0.935
33.640,0.243,-0.060,-0.926
33.660,0.243,-0.060,-0.926
33.680,0.243,-0.061,-0.929
33.700,0.243,-0.061,-0.929
33.720,0.239,-0.072,-0.943
33.740,0.239,-0.072,-0.943
33.760,0.237,-0.082,-0.951
33.780,0.237,-0.082,-0.951
33.800,0.235,-0.087,-0.946
33.820,0.235,-0.087,-0.946
33.840,0.237,-0.080,-0.948
33.860,0.237,-0.080,-0.948
33.880,0.237,-0.075,-0.951
33.900,0.237,-0.075,-0.951
33.920,0.238,-0.072,-0.958
33.940,0.238,-0.072,-0.958
33.960,0.237,-0.085,-0.970
33.980,0.237,-0.085,-0.970
34.000,0.231,-0.091,-0.966
34.020,0.231,-0.091,-0.966
34.040,0.237,-0.081,-0.976
34.060,0.237,-0.081,-0.976
34.080,0.239,-0.084,-0.973
34.100,0.239,-0.084,-0.973
34.120,0.236,-0.080,-0.971
34.140,0.236,-0.080,-0.971
34.160,0.236,-0.075,-0.967
34.180,0.236,-0.075,-0.967
34.200,0.238,-0.075,-0.952
34.220,0.238,-0.075,-0.952
34.240,0.242,-0.083,-0.947
34.260,0.242,-0.083,-0.947
34.280,0.241,-0.083,-0.952
34.300,0.241,-0.083,-0.952
34.320,0.237,-0.069,-0.960
34.340,0.237,-0.069,-0.960
34.360,0.233,-0.068,-0.966
34.380,0.233,-0.068,-0.966
34.400,0.229,-0.081,-0.958
34.420,0.229,-0.081,-0.958
34.440,0.226,-0.099,-0.953
34.460,0.226,-0.099,-0.953
34.480,0.227,-0.100,-0.953
34.500,0.227,-0.100,-0.953
34.520,0.233,-0.083,-0.952
34.540,0.233,-0.083,-0.952
34.560,0.237,-0.076,-0.952
34.580,0.237,-0.076,-0.952
34.600,0.236,-0.078,-0.940
